요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
대창약국,81,약국,360000,전남,360021,해남군,해남읍,59041,"전라남도 해남군 해남읍 중앙2로 124, (해남읍)",061-536-2400,1981-10-10,126.5953372,34.5672293
대창약국,81,약국,350000,전북,350100,군산시,중앙로1가,54022,"전북특별자치도 군산시 대학로 32, (중앙로1가)",063-445-2335,1993-07-05,126.7113703,35.9870926
대창약국,81,약국,110000,서울,110024,강북구,미아동,01237,"서울특별시 강북구 월계로 53, (미아동)",02-989-2267,2004-08-02,127.0355368,37.6120319
대창약국,81,약국,330000,충북,330104,청주서원구,사창동,28567,"충청북도 청주시 서원구 사직대로 147, 1층 (사창동)",043-267-2485,2016-09-20,127.4638635,36.6353699
대천온누리약국,81,약국,340000,충남,340400,보령시,신흑동,33489,"충청남도 보령시 머드로 75, (신흑동)",041-936-1320,2021-03-08,126.5140912,36.3119579
대천제일약국,81,약국,340000,충남,340400,보령시,대천동,33464,"충청남도 보령시 남대천로 29, (대천동, 최피부비뇨기과)",041-932-2626,2016-01-04,126.5949157,36.3506969
대청건강약국,81,약국,250000,대전,250003,대전서구,정림동,35403,"대전광역시 서구 혜천로 15, (정림동)",042-586-5243,2015-07-06,127.3698908,36.3081309
대청약국,81,약국,110000,서울,110001,강남구,개포동,06336,"서울특별시 강남구 개포로 623, 대청타워 106호 (개포동)",02-3412-0106,2018-10-15,127.0796608,37.4943549
대청약국,81,약국,210000,부산,210008,부산중구,영주동,48915,"부산광역시 중구 영주로 12, (영주동)",051-462-6353,2015-07-31,129.0323162,35.1100358
대청정문약국,81,약국,250000,대전,250003,대전서구,정림동,35403,"대전광역시 서구 혜천로 15, (정림동)",042-581-1224,2015-07-07,127.3698908,36.3081309
대촌약국,81,약국,240000,광주,240005,광주남구,지석동,61751,"광주광역시 남구 포충로 598, 1층 (지석동)",062-381-2888,2019-11-19,126.8348264,35.0813574
대추나무약국,81,약국,240000,광주,240005,광주남구,백운동,61664,"광주광역시 남구 양림로 16, (백운동)",062-675-9200,2015-09-23,126.9114912,35.1354097
대추나무약국,81,약국,240000,광주,240002,광주북구,두암동,61155,"광주광역시 북구 군왕로 140, (두암동)",062-269-5051,2013-02-25,126.9329867,35.1737453
대추당한약국,81,약국,210000,부산,210007,부산영도구,남항동1가,49054,"부산광역시 영도구 절영로 49, (남항동1가)",414-9091,2010-04-13,129.0387703,35.0901213
대추밭약국,81,약국,220000,인천,220003,인천부평구,부개동,21348,"인천광역시 부평구 길주남로 158, 부개프라자 105호 (부개동)",032-362-0009,2003-01-10,126.7394035,37.5035857
대치라벤더약국,81,약국,110000,서울,110001,강남구,대치동,06280,"서울특별시 강남구 남부순환로 2947, 재경빌딩 6층 601호 (대치동)",02-501-7582,2024-01-25,127.0626760,37.4945786
대치메디칼약국,81,약국,110000,서울,110001,강남구,대치동,06280,"서울특별시 강남구 남부순환로 2935, 1층 (대치동, 대치 프라자)",02-569-1137,2016-10-04,127.0613534,37.4939991
대치약국,81,약국,110000,서울,110001,강남구,대치동,06197,"서울특별시 강남구 선릉로86길 42, 102호 (대치동)",02-6954-1778,2014-06-26,127.0531475,37.5039267
대치예스약국,81,약국,110000,서울,110001,강남구,대치동,06278,"서울특별시 강남구 도곡로 408, 410호 (대치동, 디마크 빌딩)",02-555-1150,2016-02-01,127.0552500,37.4966282
대치이화약국,81,약국,110000,서울,110001,강남구,대치동,06187,"서울특별시 강남구 역삼로 536, 3층 (대치동, 동성빌딩)",02-567-3375,2017-02-20,127.0617184,37.5038257
대치참약국,81,약국,110000,서울,110001,강남구,대치동,06280,"서울특별시 강남구 남부순환로 2927, 대치 클래시아 204호,205호 (대치동)",501-5920,2017-12-26,127.0603918,37.4936881
대치필리아약국,81,약국,110000,서울,110001,강남구,대치동,06207,"서울특별시 강남구 도곡로63길 12, 104호 (대치동)",02-508-6116,2003-05-02,127.0544537,37.4978037
대티약국,81,약국,210000,부산,210006,부산서구,서대신동3가,49210,"부산광역시 서구 대티로 173, (서대신동3가)",051-256-2718,2023-08-28,129.0118854,35.1121306
대평약국,81,약국,410000,세종시,410000,세종시,금남면,30083,"세종특별자치시 금남면 용포로 113, (금남면)",044-866-2026,2016-07-01,127.2811918,36.4683611
대포항 종로 약국,81,약국,320000,강원,320300,속초시,대포동,24901,"강원특별자치도 속초시 대포항희망길 59, 32호 (대포동)",033-638-7483,2024-09-05,128.6057974,38.1739728
대풍약국,81,약국,110000,서울,110017,중구,신당동,04599,"서울특별시 중구 동호로11길 43, (신당동)",02-2252-3944,1977-05-23,127.0090660,37.5533562
대풍약국,81,약국,110000,서울,110011,성동구,행당동,04762,"서울특별시 성동구 사근동길 6, (행당동, 한양제일빌딩)",02-2296-8899,2016-01-11,127.0420376,37.5601514
대풍약국,81,약국,320000,강원,320600,태백시,황지동,26022,"강원특별자치도 태백시 황지로 21, (황지동)",033-553-8393,2009-08-03,128.9902894,37.1608225
대하약국,81,약국,230000,대구,230006,대구중구,향촌동,41918,"대구광역시 중구 중앙대로 447-1, (향촌동)",053-254-8164,1978-12-28,128.5942236,35.8731241
대하약국,81,약국,210000,부산,210013,부산연제구,연산동,47551,"부산광역시 연제구 반송로 50-6, (연산동)",051-853-5400,2017-03-13,129.0857577,35.1888102
대학1번약국,81,약국,380000,경남,381100,양산시,물금읍,50615,"경상남도 양산시 물금읍 메기로 270, 부산대양산캠퍼스역 1층 2호",055-388-1231,2019-04-01,129.0139410,35.3168847
대학당약국,81,약국,380000,경남,380500,진주시,장대동,52755,"경상남도 진주시 진양호로 555-1, 1층 (장대동)",055-741-2454,2018-02-09,,
대학당약국,81,약국,220000,인천,220008,인천계양구,작전동,21084,"인천광역시 계양구 주부토로 468, (작전동, 삼천리3차아파트상가)",032-543-2487,1989-03-29,126.7282932,37.5357806
대학당약국,81,약국,110000,서울,110004,관악구,신림동,08846,"서울특별시 관악구 원신길 2-1, (신림동)",02-878-7497,1974-04-04,126.9330835,37.4720176
대학당약국,81,약국,310000,경기,310702,안양동안구,호계동,14112,"경기도 안양시 동안구 경수대로 556, 1층 (호계동)",031-453-5454,2006-07-04,126.9581284,37.3722604
대학당약국,81,약국,310000,경기,312002,용인수지구,풍덕천동,16832,"경기도 용인시 수지구 풍덕천로 155, 수지마을동보아파트 상가동 106호 (풍덕천동)",031-262-5666,2008-12-01,127.0980434,37.3248699
대학당약국,81,약국,230000,대구,230007,대구달서구,감삼동,42644,"대구광역시 달서구 감삼북길 63, 1층 (감삼동)",053-562-5196,2019-09-19,128.5452437,35.8522760
대학당약국,81,약국,230000,대구,230003,대구북구,학정동,41405,"대구광역시 북구 학정로 551-50, 1층 (학정동)",053-326-5196,2019-05-08,128.5648743,35.9544666
대학당약국,81,약국,230000,대구,230001,대구남구,대명동,42417,"대구광역시 남구 중앙대로29길 27, (대명동)",053-621-0601,2001-03-19,128.5888015,35.8460107
대학당약국,81,약국,230000,대구,230006,대구중구,동인동2가,41944,"대구광역시 중구 동덕로30길 31, (동인동2가)",053-425-5453,2012-04-20,128.6056023,35.8671132
대학당약국,81,약국,370000,경북,370600,영천시,완산동,38888,"경상북도 영천시 시장로 57-1, (완산동)",054-333-7541,1997-05-09,128.9366170,35.9635848
대학로약국,81,약국,310000,경기,311200,평택시,세교동,17825,"경기도 평택시 평택로 282, (세교동)",031-691-9876,1999-01-22,127.0734050,37.0083577
대학로약국,81,약국,410000,세종시,410000,세종시,도담동,30100,"세종특별자치시 한누리대로 589, 해피라움7 105호 (도담동)",044-862-4543,2020-03-05,127.2584286,36.5159270
대학로약국,81,약국,210000,부산,210011,부산금정구,장전동,46293,"부산광역시 금정구 부산대학로 47, 1층 (장전동)",513-2558,2012-11-01,129.0860497,35.2311702
대학로약국,81,약국,320000,강원,320200,동해시,천곡동,25768,"강원특별자치도 동해시 대학로 20, 명동빌딩 (천곡동)",033-532-0088,2019-06-28,129.1132288,37.5223595
대학비타민약국,81,약국,350000,전북,350402,전주덕진구,금암동,54899,"전북특별자치도 전주시 덕진구 조경단로 113, (금암동)",063-274-0123,2008-03-05,127.1381600,35.8442151
대학솔약국,81,약국,110000,서울,110007,동대문구,제기동,02473,"서울특별시 동대문구 안암로 158, 1층 (제기동)",02-923-3338,2020-01-17,127.0352901,37.5886157
대학약국,81,약국,360000,전남,360300,목포시,석현동,58615,"전라남도 목포시 영산로 627, 2동 (석현동)",061-281-8772,2015-08-27,126.4217811,34.8212565
대학약국,81,약국,390000,제주,390200,제주시,아라일동,63248,"제주특별자치도 제주시  중앙로 611, (아라일동)",064-722-3033,2012-01-02,126.5473615,33.4696749
대학약국,81,약국,220000,인천,220005,인천서구,석남동,22787,"인천광역시 서구 새오개로 37, (석남동)",032-574-6237,2000-04-08,126.6651272,37.5135974
대학약국,81,약국,220000,인천,220001,인천미추홀구,도화동,22111,"인천광역시 미추홀구 방축로 216, C동 1층 102호 (도화동)",032-715-5556,2013-06-03,126.6674932,37.4779556
대학약국,81,약국,310000,경기,311700,시흥시,배곧동,15011,"경기도 시흥시 서울대학로264번길 26-12, 배곧에토스 105호 (배곧동)",031-431-4558,2024-02-29,126.7260299,37.3673701
대학약국,81,약국,310000,경기,310303,부천원미구,중동,14585,"경기도 부천시 원미구 석천로112번길 4, (중동)",032-666-2282,2006-07-01,126.7618792,37.4973877
대학약국,81,약국,310000,경기,311101,안산단원구,고잔동,15357,"경기도 안산시 단원구 적금로 120, 지하1층 (고잔동)",031-401-8707,2011-11-08,126.8265040,37.3188550
대학약국,81,약국,110000,서울,110003,강서구,화곡동,07715,"서울특별시 강서구 화곡로 152, CUBE152 (화곡동)",02-2603-0138,2020-02-11,126.8386603,37.5408801
대학약국,81,약국,310000,경기,311901,고양덕양구,관산동,10286,"경기도 고양시 덕양구 통일로 774, (관산동)",031-963-4645,2016-07-07,126.8645460,37.6880418
대학약국,81,약국,110000,서울,110005,구로구,구로동,08309,"서울특별시 구로구 구로동로 149-1, (구로동)",02-865-4910,2005-01-29,126.8835072,37.4919993
대학약국,81,약국,110000,서울,110015,은평구,진관동,03311,"서울특별시 은평구 통일로 1030, 은평헤스티아 B101호 (진관동)",02-388-8825,2018-12-13,126.9176679,37.6341902
대학약국,81,약국,240000,광주,240001,광주동구,학동,61489,"광주광역시 동구 제봉로 27, (학동)",062-222-6206,2018-04-10,126.9211594,35.1411380
대학약국,81,약국,110000,서울,110010,서대문구,창천동,03788,"서울특별시 서대문구 연세로11길 4, (창천동)",02-323-0111,2009-01-09,126.9366553,37.5590526
대학약국,81,약국,110000,서울,110008,동작구,흑석동,06972,"서울특별시 동작구 흑석로 106, (흑석동)",02-815-6842,2017-01-02,126.9613786,37.5079857
대학약국,81,약국,110000,서울,110016,종로구,원남동,03081,"서울특별시 종로구 창경궁로 162, 1,2층 (원남동)",02-3672-3672,2017-05-23,126.9974867,37.5768148
대학약국,81,약국,360000,전남,360022,화순군,화순읍,58127,"전라남도 화순군 화순읍 서양로 309, (화순읍)",061-870-7799,2022-06-29,127.0004945,35.0596622
대학약국,81,약국,110000,서울,110012,성북구,안암동5가,02842,"서울특별시 성북구 고려대로 89, (안암동5가)",02-924-1919,1989-09-26,127.0291930,37.5864713
대학약국,81,약국,310000,경기,310602,수원장안구,연무동,16219,"경기도 수원시 장안구 창룡대로 197, 1층 (연무동)",031-241-9885,2016-10-05,127.0317810,37.2927063
대학약국,81,약국,110000,서울,110011,성동구,행당동,04762,"서울특별시 성동구 사근동길 4, 1층 (행당동)",02-2293-0554,1999-12-18,127.0416034,37.5599880
대학약국,81,약국,310000,경기,310800,의정부시,금오동,11749,"경기도 의정부시 동일로 713, 118,119호 (금오동)",031-848-6764,2021-11-29,127.0505282,37.7504504
대학약국,81,약국,110000,서울,110018,송파구,풍납동,05537,"서울특별시 송파구 강동대로 57, 1, 2층 (풍납동)",02-473-0111,2017-12-11,127.1139664,37.5273835
대학약국,81,약국,310000,경기,312002,용인수지구,죽전동,16889,"경기도 용인시 수지구 죽전로 152-1, 103호 (죽전동, 단대프라자I )",031-897-7676,2014-12-18,127.1251178,37.3240415
대학약국,81,약국,350000,전북,350402,전주덕진구,금암동,54907,"전북특별자치도 전주시 덕진구 건지로 14-4, (금암동)",063-253-7979,2008-01-02,127.1430402,35.8450001
대학약국,81,약국,110000,서울,110002,강동구,명일동,05269,"서울특별시 강동구 동남로 889, 102호 (명일동)",02-426-2200,2019-06-03,127.1559488,37.5530545
대학약국,81,약국,340000,충남,340202,천안동남구,안서동,31065,"충청남도 천안시 동남구 망향로 200, (안서동)",041-557-8835,2007-11-12,127.1748818,36.8408474
대학약국,81,약국,310000,경기,311500,남양주시,진접읍,12019,"경기도 남양주시 진접읍 광릉내로 108, (진접읍)",031-574-3069,2001-05-15,127.2059157,37.7464075
대학약국,81,약국,310000,경기,311300,하남시,신장동,12960,"경기도 하남시 하남대로739번길 80, 1층 (신장동)",031-792-2505,1995-06-20,127.2090416,37.5366017
대학약국,81,약국,310000,경기,312800,포천시,영북면,11106,"경기도 포천시 영북면 영북로 173, (영북면)",031-531-3900,1999-04-20,127.2745463,38.0897391
대학약국,81,약국,250000,대전,250003,대전서구,관저동,35365,"대전광역시 서구 관저동로 162, 건양프라자 (관저동)",042-541-0050,2018-11-05,127.3411451,36.3065708
대학약국,81,약국,250000,대전,250005,대전중구,문화동,34964,"대전광역시 중구 문화로 267, 1층 (문화동)",042-222-3119,2015-07-08,127.4142515,36.3180846
대학약국,81,약국,330000,충북,330104,청주서원구,개신동,28639,"충청북도 청주시 서원구 서부로 1510, (개신동)",043-271-3030,2015-10-01,127.4637958,36.6239264
대학약국,81,약국,360000,전남,360400,순천시,가곡동,57923,"전라남도 순천시 중앙로 314, 1층 (가곡동)",061-753-8250,2020-06-24,127.4828206,34.9735975
대학약국,81,약국,380000,경남,380008,산청군,산청읍,52222,"경상남도 산청군 산청읍 웅석봉로 18, (산청읍)",055-973-2123,1992-01-20,127.8758523,35.4156193
대학약국,81,약국,330000,충북,330200,충주시,교현동,27376,"충청북도 충주시 국원대로 78, (교현동)",043-844-6125,1989-07-22,127.9285148,36.9784403
대학약국,81,약국,320000,강원,320400,원주시,일산동,26425,"강원특별자치도 원주시 일산초교길 37, 1층 (일산동)",033-735-7588,2020-11-23,127.9434141,37.3477709
